Title,Year,Genres,Language,Country,Content_Rating,Duration,Aspect_Ratio,Budget,Gross_Earnings,Director,Actor1,Actor2,Actor3,Reviews_by_Users,Reviews_by_Critics,IMDB_Score
The Betrayed,2008,Crime Drama Mystery Thriller,English,USA,NA,98,1.85,3500000,NA,Amanda Gusack,Alice Krige,Christian Campbell,Blaine Anderson,11,15,6.1
The Boy in the Striped Pajamas,2008,Drama War,English,UK,PG-13,94,1.85,12500000,9030581,Mark Herman,Richard Johnson,Sheila Hancock,Cara Horgan,398,185,7.8
The Brothers Bloom,2008,Adventure Comedy Drama Romance,English,USA,PG-13,114,2.35,20000000,3519627,Rian Johnson,Zachary Gordon,Maximilian Schell,Nora Zehetner,105,182,6.9
The Children of Huang Shi,2008,Drama War,English,Australia,R,125,2.35,40000000,1027749,Roger Spottiswoode,Radha Mitchell,Guang Li,Matthew Walker,33,67,7.1
The Chronicles of Narnia: Prince Caspian,2008,Action Adventure Family Fantasy,English,USA,PG,150,2.35,225000000,141614023,Andrew Adamson,Peter Dinklage,Pierfrancesco Favino,DamiÃ¡n AlcÃ¡zar,438,258,6.6
The Class,2008,Drama,French,France,PG-13,128,2.35,2500000,3766595,Laurent Cantet,FranÃ§ois BÃ©gaudeau,Agame Malembo-Emene,AngÃ©lica Sancio,86,212,7.5
The Cottage,2008,Comedy Crime Horror Thriller,English,UK,Unrated,92,2.35,2500000,1626080,Paul Andrew Williams,Dave Legeno,Doug Bradley,Georgia Groome,82,80,6.2
The Curious Case of Benjamin Button,2008,Drama Fantasy Romance,English,USA,PG-13,166,2.35,150000000,127490802,David Fincher,Brad Pitt,Jason Flemyng,Julia Ormond,822,362,7.8
The Dark Knight,2008,Action Crime Drama Thriller,English,USA,PG-13,152,2.35,185000000,533316061,Christopher Nolan,Christian Bale,Heath Ledger,Morgan Freeman,4667,645,9
The Day the Earth Stood Still,2008,Drama Sci-Fi Thriller,English,USA,PG-13,104,2.35,80000000,79363785,Scott Derrickson,Keanu Reeves,Jon Hamm,Juan Riedinger,698,276,5.5
The Duchess,2008,Biography Drama History Romance,English,UK,PG-13,110,2.35,13500000,13823741,Saul Dibb,Dominic Cooper,Hayley Atwell,Charlotte Rampling,140,194,6.9
The Express,2008,Biography Drama Sport,English,USA,PG,130,2.35,40000000,9589875,Gary Fleder,Dennis Quaid,Nicole Beharie,Charles S. Dutton,45,86,7.3
The Eye,2008,Horror Mystery,English,USA,PG-13,92,2.35,12000000,31397498,David Moreau,ChloÃ« Grace Moretz,Alessandro Nivola,Obba BabatundÃ©,156,172,5.4
The Forbidden Kingdom,2008,Action Adventure Fantasy,English,USA,PG-13,104,2.35,55000000,25040293,Rob Minkoff,Jet Li,Thomas McDonell,Michael Angarano,279,206,6.6
The Happening,2008,Sci-Fi Thriller,English,USA,R,91,1.85,48000000,64505912,M. Night Shyamalan,Zooey Deschanel,Alan Ruck,Kristen Connolly,1264,323,5
The Haunting of Molly Hartley,2008,Drama Horror Thriller,English,USA,PG-13,82,1.85,5000000,13350177,Mickey Liddell,Jessica Lowndes,Randy Wayne,Haley Bennett,113,74,3.8
The House Bunny,2008,Comedy Romance,English,USA,PG-13,97,2.35,25000000,48237389,Fred Wolf,Emma Stone,Katharine McPhee,Beverly D'Angelo,126,129,5.5
The Hurt Locker,2008,Drama History Thriller War,English,USA,R,131,1.85,15000000,15700000,Kathryn Bigelow,Jeremy Renner,Christian Camargo,Brian Geraghty,876,388,7.6
The Incredible Hulk,2008,Action Adventure Sci-Fi,English,USA,PG-13,135,2.35,150000000,134518390,Louis Leterrier,Ty Burrell,Peter Mensah,William Hurt,643,354,6.8
The Informers,2008,Crime Drama Thriller,English,Germany,R,98,2.35,18000000,382174,Gregor Jordan,Austin Nichols,Brad Renfro,Lou Taylor Pucci,93,97,5.1
The Longshots,2008,Biography Comedy Drama Family Sport,English,USA,PG,94,2.35,23000000,11508423,Fred Durst,Tasha Smith,Dash Mihok,Garrett Morris,19,47,5.1
The Love Guru,2008,Comedy Romance Sport,English,USA,PG-13,87,2.35,62000000,32178777,Marco Schnabel,Justin Timberlake,Romany Malco,Verne Troyer,250,150,3.8
The Lucky Ones,2008,Comedy Drama War,English,USA,R,115,1.85,15000000,183088,Neil Burger,John Heard,Katherine LaNasa,Mark L. Young,36,57,7
The Midnight Meat Train,2008,Fantasy Horror Mystery,English,USA,R,103,2.35,15000000,73548,RyÃ»hei Kitamura,Bradley Cooper,Brooke Shields,Leslie Bibb,209,177,6.1
The Mummy: Tomb of the Dragon Emperor,2008,Action Adventure Fantasy Horror Thriller,English,USA,PG-13,112,2.35,145000000,102176165,Rob Cohen,Jet Li,Brendan Fraser,Russell Wong,501,264,5.2
The Other Boleyn Girl,2008,Biography Drama History Romance,English,UK,PG-13,115,1.85,35000000,26814957,Justin Chadwick,Natalie Portman,Scarlett Johansson,Benedict Cumberbatch,252,169,6.7
The Other End of the Line,2008,Comedy Drama Romance,English,UK,PG-13,106,2.35,14000000,115504,James Dodson,Larry Miller,Anupam Kher,Shriya Saran,26,22,6.2
The Oxford Murders,2008,Crime Mystery Thriller,English,Spain,R,104,2.35,10000000,3607,Ãlex de la Iglesia,Jim Carter,Leonor Watling,Danny Sapani,94,71,6.1
The Pirates Who Don't Do Anything: A VeggieTales Movie,2008,Adventure Animation Comedy Family,English,USA,G,85,1.85,15000000,12701880,Mike Nawrocki,Yuri Lowenthal,Cam Clarke,Phil Vischer,22,37,5.7
The Poker House,2008,Drama,English,USA,R,93,1.85,1000000,NA,Lori Petty,Jennifer Lawrence,ChloÃ« Grace Moretz,Bokeem Woodbine,24,12,6.5
The Reader,2008,Drama Romance,English,USA,R,124,1.85,32000000,34180954,Stephen Daldry,Kate Winslet,David Kross,Susanne Lothar,370,299,7.6
The Rocker,2008,Comedy Music,English,USA,PG-13,102,1.85,15000000,6409206,Peter Cattaneo,Emma Stone,Bradley Cooper,Josh Gad,104,132,6.2
The Ruins,2008,Horror,English,USA,R,93,2.35,8000000,17427926,Carter Smith,Laura Ramsey,Jonathan Tucker,Sergio CalderÃ³n,351,233,5.9
The Secret Life of Bees,2008,Drama,English,USA,PG-13,110,2.35,11000000,37766350,Gina Prince-Bythewood,Nate Parker,Alicia Keys,Jennifer Hudson,56,109,7.3
The Sisterhood of the Traveling Pants 2,2008,Comedy Drama Family Romance,English,USA,PG-13,119,1.85,27000000,44087387,Sanaa Hamri,America Ferrera,Blythe Danner,Michael Rady,33,73,6.2
The Spiderwick Chronicles,2008,Adventure Family Fantasy,English,USA,PG,107,2.35,90000000,71148699,Mark Waters,Martin Short,Tod Fennell,Joan Plowright,125,198,6.6
The Spirit,2008,Action Crime Fantasy Thriller,English,USA,PG-13,103,2.35,60000000,19781879,Frank Miller,Scarlett Johansson,Jaime King,Louis Lombardi,290,223,4.8
The Tale of Despereaux,2008,Adventure Animation Comedy Family Fantasy,English,UK,G,93,2.35,60000000,50818750,Sam Fell,Emma Watson,Matthew Broderick,Frank Langella,106,118,6.1
The Wackness,2008,Comedy Drama Romance,English,USA,R,99,2.35,6000000,2077046,Jonathan Levine,Mary-Kate Olsen,Aaron Yoo,Method Man,75,147,7
The Wave,2008,Drama Thriller,German,Germany,NA,107,2.35,5000000,32350637,Dennis Gansel,Max Riemelt,Elyas M'Barek,Jennifer Ulrich,96,93,7.6
The Women,2008,Comedy Drama,English,USA,PG-13,114,1.85,16500000,26896744,Diane English,Jada Pinkett Smith,Debi Mazar,Debra Messing,125,124,4.9
The Wrestler,2008,Drama Sport,English,USA,R,109,2.35,6000000,26236603,Darren Aronofsky,Mark Margolis,John D'Leo,Ajay Naidu,547,391,7.9
The X Files: I Want to Believe,2008,Drama Mystery Sci-Fi Thriller,English,USA,PG-13,108,2.35,30000000,20981633,Chris Carter,Mitch Pileggi,Callum Rennie,Nicki Aycox,492,270,5.9
The Yellow Handkerchief,2008,Drama Romance,English,USA,PG-13,102,2.35,15500000,317040,Udayan Prasad,Kristen Stewart,Eddie Redmayne,William Hurt,36,60,6.8
Train,2008,Horror Thriller,English,USA,R,94,1.85,NA,NA,Gideon Raff,Gideon Emery,Gloria Votsis,Derek Magyar,52,33,4.8
Transsiberian,2008,Crime Drama Mystery Thriller,English,Spain,R,111,2.35,15000000,2203641,Brad Anderson,Thomas Kretschmann,Eduardo Noriega,Mac McDonald,162,150,6.7
Tropic Thunder,2008,Action Comedy,English,USA,R,121,2.35,92000000,110416702,Ben Stiller,Robert Downey Jr.,Steve Coogan,Brandon T. Jackson,577,308,7
Trucker,2008,Drama,English,USA,R,90,2.35,2000000,52166,James Mottern,Jimmy Bennett,Joey Lauren Adams,Matthew Lawrence,22,46,6.7
Twilight,2008,Drama Fantasy Romance,English,USA,PG-13,122,2.35,37000000,191449475,Catherine Hardwicke,Kristen Stewart,Taylor Lautner,Anna Kendrick,1535,350,5.2
Two Lovers,2008,Drama Romance,English,USA,R,110,2.35,12000000,3148482,James Gray,Isabella Rossellini,Vinessa Shaw,Samantha Ivers,98,190,7.1
Untraceable,2008,Crime Drama Thriller,English,USA,R,101,2.35,35000000,28687835,Gregory Hoblit,Billy Burke,Jesse Tyler Ferguson,Joseph Cross,245,195,6.2
Valkyrie,2008,Drama History Thriller War,English,USA,PG-13,121,1.85,75000000,83077470,Bryan Singer,Tom Cruise,Tom Wilkinson,Thomas Kretschmann,440,269,7.1
Vantage Point,2008,Crime Drama Mystery Thriller,English,USA,PG-13,90,2.35,40000000,72266306,Pete Travis,Dennis Quaid,Edgar RamÃ­rez,William Hurt,422,235,6.6
Vicky Cristina Barcelona,2008,Drama Romance,English,Spain,PG-13,96,1.85,15500000,23213577,Woody Allen,Scarlett Johansson,Kevin Dunn,Christopher Evan Welch,365,275,7.2
W.,2008,Biography Drama History,English,USA,PG-13,129,2.35,25100000,25517500,Oliver Stone,Toby Jones,Scott Glenn,Bruce McGill,320,242,6.4
WALLÂ·E,2008,Adventure Animation Family Sci-Fi,English,USA,G,98,2.35,180000000,223806889,Andrew Stanton,John Ratzenberger,Fred Willard,Jeff Garlin,1043,421,8.4
Wanted,2008,Action Crime Fantasy Thriller,English,USA,R,110,2.35,75000000,134568845,Timur Bekmambetov,Angelina Jolie Pitt,Morgan Freeman,Common,713,316,6.7
"War, Inc.",2008,Action Comedy Thriller,English,USA,R,107,1.78,10000000,578527,Joshua Seftel,Bashar Rahal,Sergej Trifunovic,Ned Bellamy,112,79,5.7
"Welcome Home, Roscoe Jenkins",2008,Comedy Drama Romance,English,USA,PG-13,114,1.85,35000000,42168445,Malcolm D. Lee,Mo'Nique,Mike Epps,Cedric the Entertainer,39,76,5.3
Welcome to the Sticks,2008,Comedy Romance,French,France,NA,106,2.35,11000000,245144417,Dany Boon,Dany Boon,Kad Merad,Michel Galabru,49,78,7.1
Wendy and Lucy,2008,Drama,English,USA,R,80,1.85,200000,856942,Kelly Reichardt,John Robinson,Lucy,Will Oldham,112,189,7.1
What Happens in Vegas,2008,Comedy Romance,English,USA,PG-13,101,2.35,35000000,80276912,Tom Vaughan,Treat Williams,Andrew Daly,Michelle Krusiec,151,148,6.1
What Just Happened,2008,Comedy Drama,English,USA,R,104,2.35,25000000,1089365,Barry Levinson,Robert De Niro,Robin Wright,Kristen Stewart,111,137,5.7
Witless Protection,2008,Comedy Crime,English,USA,PG-13,97,1.85,7500000,4131640,Charles Robert Carner,Ivana Milicevic,Jenny McCarthy,Richard Bull,20,35,3.1
Yes Man,2008,Comedy Romance,English,USA,PG-13,104,2.35,70000000,97680195,Peyton Reed,Bradley Cooper,Zooey Deschanel,Danny Masterson,243,190,6.8
Yesterday Was a Lie,2008,Drama Music Mystery Romance Sci-Fi,English,USA,PG,89,1.78,2500000,NA,James Kerwin,John Newton,Chase Masterson,H.M. Wynant,10,25,5.4
You Don't Mess with the Zohan,2008,Action Comedy,English,USA,PG-13,113,1.85,90000000,100018837,Dennis Dugan,Adam Sandler,Sayed Badreya,Kevin Nealon,380,198,5.5
Zack and Miri Make a Porno,2008,Comedy Romance,English,USA,R,101,1.85,24000000,31452765,Kevin Smith,Gerry Bednob,Jeff Anderson,Jennifer Schwalbach Smith,243,247,6.6
[Rec] 2,2009,Horror,Spanish,Spain,R,85,1.85,5600000,27024,Jaume BalaguerÃ³,Jonathan D. Mellor,Pablo Rosso,Andrea Ros,148,222,6.6
12 Rounds,2009,Action Crime Thriller,English,USA,PG-13,108,2.35,22000000,12232937,Renny Harlin,Taylor Cole,Ashley Scott,Nick Gomez,113,113,5.6
16 to Life,2009,Comedy Romance,English,USA,NA,89,1.78,1000000,NA,Becky Smith,Will Rothhaar,Emily Baldoni,Hallee Hirsh,6,3,6.3
17 Again,2009,Comedy Drama Family Fantasy Romance,English,USA,PG-13,102,2.35,20000000,64149837,Burr Steers,Matthew Perry,Hunter Parrish,Thomas Lennon,185,191,6.4
02:13,2009,Horror Thriller,English,USA,NA,96,2.35,3500000,NA,Charles Adelman,Teri Polo,Kevin Pollak,Jere Burns,12,4,4.8
2012,2009,Action Adventure Sci-Fi,English,USA,PG-13,158,2.35,200000000,166112167,Roland Emmerich,Oliver Platt,Liam James,Tom McCarthy,1055,367,5.8
500 Days of Summer,2009,Comedy Drama Romance,English,USA,PG-13,95,2.35,7500000,32391374,Marc Webb,Joseph Gordon-Levitt,ChloÃ« Grace Moretz,Zooey Deschanel,494,331,7.7
9,2009,Action Adventure Animation Drama Mystery Sci-Fi Thriller,English,USA,PG-13,79,1.85,30000000,31743332,Shane Acker,Martin Landau,Alan Oppenheimer,Tom Kane,245,263,7.1
A Christmas Carol,2009,Animation Drama Family Fantasy,English,USA,PG,96,2.35,200000000,137850096,Robert Zemeckis,Robin Wright,Colin Firth,Gary Oldman,249,240,6.8
A Perfect Getaway,2009,Adventure Mystery Thriller,English,USA,R,108,2.35,14000000,15483540,David Twohy,Chris Hemsworth,Milla Jovovich,Marley Shelton,215,160,6.5
A Serious Man,2009,Comedy Drama,English,USA,R,106,1.85,7000000,9190525,Ethan Coen,Michael Stuhlbarg,Fred Melamed,Peter Breitmayer,324,341,7
A Shine of Rainbows,2009,Drama Family,English,Canada,PG,101,2.35,6000000,NA,Vic Sarin,Connie Nielsen,Aidan Quinn,John Bell,19,37,7.2
A Single Man,2009,Drama Romance,English,USA,R,99,2.35,7000000,9166863,Tom Ford,Colin Firth,Teddy Sears,Keri Lynn Pratt,247,281,7.6
Adam,2009,Drama Romance,English,USA,PG-13,99,2.35,3200000,2277396,Max Mayer,Peter Gallagher,Terry Walters,Amy Irving,70,122,7.2
Adventureland,2009,Comedy Drama Romance,English,USA,R,107,1.85,9800000,16025394,Greg Mottola,Kristen Stewart,Martin Starr,Wendie Malick,220,248,6.8
After.Life,2009,Drama Horror Mystery Thriller,English,USA,R,104,2.35,4500000,108229,Agnieszka Wojtowicz-Vosloo,Liam Neeson,Josh Charles,Chandler Canterbury,137,138,5.9
Agora,2009,Adventure Drama History Romance,English,Spain,R,141,2.35,70000000,617840,Alejandro AmenÃ¡bar,Max Minghella,Ashraf Barhom,Rupert Evans,172,180,7.2
Aliens in the Attic,2009,Adventure Comedy Family Fantasy Sci-Fi,English,USA,PG,86,1.85,45000000,25200412,John Schultz,Malese Jow,Carter Jenkins,Tim Meadows,55,82,5.4
All About Steve,2009,Comedy Romance,English,USA,PG-13,99,1.85,15000000,33860010,Phil Traill,Bradley Cooper,Katy Mixon,Beth Grant,143,128,4.8
Alvin and the Chipmunks: The Squeakquel,2009,Animation Comedy Family Fantasy Music,English,USA,PG,88,1.85,75000000,219613391,Betty Thomas,Amy Poehler,Bridgit Mendler,Jesse McCartney,98,107,4.5
An Education,2009,Drama,English,UK,PG-13,100,2.35,4500000,12574715,Lone Scherfig,Dominic Cooper,Olivia Williams,Ellie Kendrick,237,278,7.3
Angels & Demons,2009,Mystery Thriller,English,USA,PG-13,146,2.35,150000000,133375846,Ron Howard,Tom Hanks,Ayelet Zurer,Armin Mueller-Stahl,435,298,6.7
Armored,2009,Action Crime Thriller,English,USA,PG-13,88,2.35,27000000,15988876,NimrÃ³d Antal,Andrew Fiscella,Fred Ward,Lorna Raver,110,107,5.7
Avatar,2009,Action Adventure Fantasy Sci-Fi,English,USA,PG-13,178,1.78,237000000,760505847,James Cameron,CCH Pounder,Joel David Moore,Wes Studi,3054,723,7.9
Away We Go,2009,Comedy Drama Romance,English,USA,R,98,2.35,17000000,9430988,Sam Mendes,Catherine O'Hara,Jim Gaffigan,Carmen Ejogo,115,217,7.1
Bad Lieutenant: Port of Call New Orleans,2009,Crime Drama,English,USA,R,122,1.85,20000000,1697956,Werner Herzog,Nicolas Cage,Shea Whigham,Shawn Hatosy,212,280,6.7
Bandslam,2009,Comedy Drama Family Music Romance,English,USA,PG,111,2.35,20000000,5205343,Todd Graff,Scott Porter,Charlie Saxton,Ryan Donowho,39,79,6.4
B-Girl,2009,Drama Music Romance,English,USA,PG-13,88,NA,NA,NA,Emily Dell,Aimee Garcia,Wesley Jonathan,Drew Sidora,10,8,4
Black Water Transit,2009,Crime Drama,English,USA,NA,NA,NA,23000000,NA,Tony Kaye,Bill Cobbs,Aisha Tyler,Beverly D'Angelo,NA,NA,7.2
Bled,2009,Horror,English,USA,R,95,1.85,750000,NA,Christopher Hutson,Dichen Lachman,Jennifer Lee Wiggins,Michele Morrow,30,8,3.1
Bran Nue Dae,2009,Comedy Drama Musical,English,Australia,PG-13,88,2.35,6500000,110029,Rachel Perkins,Deborah Mailman,Magda Szubanski,Jessica Mauboy,31,33,6.3
Breaking Upwards,2009,Romance,English,USA,NA,88,2.35,15000,76382,Daryl Wein,Zoe Lister-Jones,Heather Burns,Ebon Moss-Bachrach,8,22,6.2
Bride Wars,2009,Comedy Romance,English,USA,PG,89,1.85,30000000,58715510,Gary Winick,Anne Hathaway,Steve Howey,Candice Bergen,129,152,5.4
Bright Star,2009,Biography Drama Romance,English,UK,PG,119,1.85,8500000,4440055,Jane Campion,Abbie Cornish,Paul Schneider,Samuel Roukin,110,222,7
Brooklyn's Finest,2009,Crime Drama Thriller,English,USA,R,132,2.35,17000000,27154426,Antoine Fuqua,Don Cheadle,Lili Taylor,Armando Riesco,138,197,6.7
Brothers,2009,Drama Thriller,English,USA,R,105,2.35,26000000,28501651,Jim Sheridan,Natalie Portman,Jake Gyllenhaal,Bailee Madison,201,217,7.1
Brothers,2009,Drama Thriller,English,USA,R,105,2.35,26000000,28501651,Jim Sheridan,Natalie Portman,Jake Gyllenhaal,Ethan Suplee,201,217,7.1
BrÃ¼no,2009,Comedy,English,USA,R,81,1.85,42000000,59992760,Larry Charles,Bono,Elton John,Slash,396,288,5.8
Capitalism: A Love Story,2009,Crime Documentary News,English,USA,R,105,1.85,20000000,14359793,Michael Moore,Ronald Reagan,Michael Moore,Bernie Sanders,188,222,7.4
Cargo,2009,Mystery Sci-Fi Thriller,German,Switzerland,NA,112,2.35,4500000,NA,Ivan Engler,Yangzom Brauen,Claude-Oliver Rudolph,Anna Katharina Schwabroh,62,64,6.2
Carriers,2009,Drama Horror Sci-Fi Thriller,English,USA,PG-13,84,2.35,NA,90820,David Pastor,Christopher Meloni,Kiernan Shipka,Lou Taylor Pucci,119,130,6
Case 39,2009,Horror Mystery Thriller,English,USA,R,109,2.35,27000000,13248477,Christian Alvart,Bradley Cooper,Callum Rennie,Vanesa Tomasino,174,167,6.2
Chain Letter,2009,Horror Thriller,English,USA,R,88,2.35,5000000,143000,Deon Taylor,Matt Cohen,Betsy Russell,Noah Segan,48,63,4.1
ChÃ©ri,2009,Comedy Drama Romance,English,UK,R,100,2.35,23000000,2708188,Stephen Frears,Tom Burke,Iben Hjejle,Gaye Brown,43,155,6.2
Chicago Overcoat,2009,Action Adventure Crime Drama,English,USA,R,94,1.78,3000000,NA,Brian Caunter,Mike Starr,Stacy Keach,Frank Vincent,14,11,6.2
Chloe,2009,Drama Mystery Romance Thriller,English,USA,R,96,1.85,11000000,3074838,Atom Egoyan,Liam Neeson,Meghan Heffern,Natalie Lisinska,166,226,6.3
Cirque du Freak: The Vampire's Assistant,2009,Action Adventure Fantasy Thriller,English,USA,PG-13,109,2.35,40000000,13838130,Paul Weitz,Josh Hutcherson,Salma Hayek,Patrick Fugit,157,157,5.9
City Island,2009,Comedy Drama,English,USA,PG-13,104,1.85,6000000,6670712,Raymond De Felitta,Ezra Miller,Curtiss Cook,Dominik GarcÃ­a-Lorido,101,149,7.4
Cloudy with a Chance of Meatballs,2009,Animation Comedy Family Sci-Fi,English,USA,PG,90,2.35,100000000,124870275,Phil Lord,Will Forte,Bobb'e J. Thompson,Al Roker,156,191,7
Coco Before Chanel,2009,Biography Drama,French,France,PG-13,111,2.35,19430000,6109075,Anne Fontaine,Alessandro Nivola,BenoÃ®t Poelvoorde,Marie Gillain,65,165,6.7
Coraline,2009,Animation Family Fantasy,English,USA,PG,100,1.85,60000000,75280058,Henry Selick,Jennifer Saunders,Dawn French,John Hodgman,279,310,7.7
Couples Retreat,2009,Comedy,English,USA,PG-13,113,1.85,60000000,109176215,Peter Billingsley,Jon Favreau,Kristin Davis,Tasha Smith,144,166,5.5
Crank: High Voltage,2009,Action Crime Sci-Fi Thriller,English,USA,R,96,1.85,20000000,13630226,Mark Neveldine,Jason Statham,Clifton Collins Jr.,David Carradine,223,150,6.2
Crazy Heart,2009,Drama Music Romance,English,USA,R,112,2.35,7000000,39462438,Scott Cooper,Jeff Bridges,Beth Grant,Debrianna Mansini,226,273,7.3
Crying with Laughter,2009,Thriller,English,UK,NA,93,NA,NA,NA,Justin Molotnikov,Jo Hartley,Stephen McCole,Joe Cassidy,6,16,6.9
Dance Flick,2009,Action Comedy Music,English,USA,PG-13,88,1.85,25000000,25615792,Damien Dante Wayans,Damon Wayans Jr.,Essence Atkins,Chris Elliott,50,83,3.5
Daybreakers,2009,Action Horror Sci-Fi Thriller,English,Australia,R,98,2.35,20000000,29975979,Michael Spierig,Jay Laga'aia,Damien Garvey,Tiffany Lamb,281,292,6.5
Dead Like Me: Life After Death,2009,Comedy Drama Fantasy,English,USA,R,87,1.78,5000000,NA,Stephen Herek,Henry Ian Cusick,Callum Blue,Shenae Grimes-Beech,80,19,6.1
Defendor,2009,Comedy Crime Drama,English,Canada,R,95,2.35,3500000,37606,Peter Stebbings,Michael Kelly,Tony Nappo,Charlotte Sullivan,90,78,6.8
Did You Hear About the Morgans?,2009,Comedy Drama Romance,English,USA,PG-13,103,2.35,58000000,29580087,Marc Lawrence,Michael Kelly,Kim Shaw,Kevin Brown,121,133,4.7
District 9,2009,Action Sci-Fi Thriller,English,South Africa,R,112,1.85,30000000,115646235,Neill Blomkamp,Sharlto Copley,Jed Brophy,Jason Cope,1262,472,8
Don McKay,2009,Drama Mystery Thriller,English,USA,R,87,1.85,6000000,13722,Jake Goldberger,Pruitt Taylor Vince,M. Emmet Walsh,Robert Wahlberg,17,39,5.9
Down for Life,2009,Drama,English,USA,R,92,1.85,NA,41914,Alan Jacobs,Snoop Dogg,Laz Alonso,Nicholas Gonzalez,6,1,7.3
Down Terrace,2009,Comedy Crime Drama,English,UK,R,93,NA,30000,9609,Ben Wheatley,Michael Smiley,Tony Way,David Schaal,22,53,6.5
Drag Me to Hell,2009,Horror Thriller,English,USA,PG-13,99,2.35,30000000,42057340,Sam Raimi,Bojana Novakovic,Alison Lohman,Reggie Lee,691,397,6.6
Dragonball: Evolution,2009,Action Adventure Fantasy Sci-Fi Thriller,English,USA,PG,100,2.35,45000000,9353573,James Wong,Ian Whyte,Texas Battle,Randall Duk Kim,524,130,2.7
Duplicity,2009,Comedy Crime Romance Thriller,English,USA,PG-13,125,2.35,60000000,40559930,Tony Gilroy,Julia Roberts,Tom Wilkinson,Denis O'Hare,184,211,6.2
Enter the Void,2009,Drama Fantasy,English,France,Not Rated,161,2.35,13000000,336467,Gaspar NoÃ©,Paz de la Huerta,Emily Alyn Lind,Olly Alexander,192,216,7.3
Everybody's Fine,2009,Adventure Drama,English,USA,PG-13,99,2.35,21000000,8855646,Kirk Jones,Robert De Niro,James Frain,Brendan Sexton III,117,160,7.2
Exam,2009,Mystery Thriller,English,UK,Not Rated,101,2.35,600000,394717,Stuart Hazeldine,Colin Salmon,Luke Mably,Pollyanna McIntosh,120,77,6.9
Extract,2009,Comedy Crime Romance,English,USA,R,92,1.85,8000000,10814185,Mike Judge,J.K. Simmons,Mila Kunis,Clifton Collins Jr.,106,192,6.2
Fame,2009,Comedy Drama Musical Romance,English,USA,PG,123,2.35,18000000,22452209,Kevin Tancharoen,Kelsey Grammer,Kay Panabaker,Megan Mullally,82,134,5
Fantastic Mr. Fox,2009,Adventure Animation Comedy Crime Family,English,USA,PG,87,1.85,40000000,20999103,Wes Anderson,Bill Murray,Meryl Streep,Helen McCrory,245,335,7.8
Fish Tank,2009,Drama,English,UK,Not Rated,123,1.33,3000000,373060,Andrea Arnold,Michael Fassbender,Harry Treadaway,Jason Maza,112,248,7.3
Flying By,2009,Drama Family Music,English,USA,PG-13,90,NA,5000000,NA,Jim Amatulli,Heather Locklear,Patricia Neal,Katie Leclerc,2,NA,4.5
Forget Me Not,2009,Horror Romance Thriller,English,USA,R,103,2.35,1300000,NA,Tyler Oliver,Bella Thorne,Chloe Bridges,Christopher Atkins,38,24,5.2
Frat Party,2009,Comedy,English,USA,R,90,16,1000000,NA,Robert Bennett,Randy Wayne,Lauren C. Mayhew,Alicia Ziegler,28,6,2.8
Funny People,2009,Comedy Drama,English,USA,R,153,1.85,75000000,51814190,Judd Apatow,Adam Sandler,RZA,Maude Apatow,301,230,6.4
G.I. Joe: The Rise of Cobra,2009,Action Adventure Sci-Fi Thriller,English,USA,PG-13,118,2.35,175000000,150167630,Stephen Sommers,Joseph Gordon-Levitt,Dennis Quaid,Leo Howard,534,250,5.8
Gamer,2009,Action Sci-Fi Thriller,English,USA,R,95,1.85,50000000,20488579,Mark Neveldine,Gerard Butler,Logan Lerman,Alison Lohman,245,180,5.8
Gentlemen Broncos,2009,Adventure Comedy Sci-Fi,English,USA,PG-13,89,NA,10000000,113155,Jared Hess,Jizelle Jade,Michael Angarano,HÃ©ctor JimÃ©nez,54,106,6.1
Get Low,2009,Drama Mystery,English,USA,PG-13,100,2.35,7500000,9176553,Aaron Schneider,Bill Murray,Robert Duvall,Bill Cobbs,97,160,7.1
G-Force,2009,Action Adventure Animation Comedy Family Fantasy Sci-Fi,English,USA,PG,88,2.35,150000000,119420252,Hoyt Yeatman,Kelli Garner,Piper Mackenzie Harris,Niecy Nash,90,145,5.1
Hachi: A Dog's Tale,2009,Drama Family,English,USA,G,93,1.85,16000000,47707417,Lasse HallstrÃ¶m,Cary-Hiroyuki Tagawa,Sarah Roemer,Joan Allen,304,84,8.1
Halloween II,2009,Horror,English,USA,R,119,1.85,15000000,33386128,Rob Zombie,Scout Taylor-Compton,Tyler Mane,Margot Kidder,491,220,4.9
Hannah Montana: The Movie,2009,Comedy Drama Family Music Romance,English,USA,G,102,1.85,30000000,79566871,Peter Chelsom,Emily Osment,Vanessa Williams,Moises Arias,140,131,4.2
Harry Brown,2009,Action Crime Drama Thriller,English,UK,R,97,2.35,7300000,1818681,Daniel Barber,Joseph Gilgun,Jack O'Connell,Sean Harris,224,224,7.2
Harry Potter and the Half-Blood Prince,2009,Adventure Family Fantasy Mystery,English,UK,PG,153,2.35,250000000,301956980,David Yates,Alan Rickman,Daniel Radcliffe,Rupert Grint,973,375,7.5
He's Just Not That Into You,2009,Comedy Drama Romance,English,USA,PG-13,129,2.35,40000000,93952276,Ken Kwapis,Carmen Perez,Sabrina Revelle,Sachiko Ishida,203,161,6.4
Hotel for Dogs,2009,Comedy Family,English,USA,PG,100,1.85,35000000,73023275,Thor Freudenthal,Don Cheadle,Kevin Dillon,Yvette Nicole Brown,57,107,5.4
